seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
56,Victor,Fleming,31,Sefwa Trail,Iwosumzo,KS,33011,$4566.22,RED,09/25/2039
57,Ralph,Estrada,55,Gabdo Parkway,Ulpohren,GA,00737,$3914.47,YELLOW,06/09/1937
58,Lloyd,Rose,55,Arpow Avenue,Udusehvat,OH,85300,$4010.53,RED,04/28/1972
59,Estelle,Pope,43,Cavba Path,Lalworbu,WI,11696,$4615.33,RED,10/01/1921
60,Johnny,Austin,28,Ogeetu Boulevard,Solhosmuk,CT,32594,$1026.43,BLUE,12/12/2025
61,Isabel,Moran,23,Lonad Plaza,Beguru,CT,25656,$7204.32,YELLOW,07/28/2015
62,Hannah,Morales,39,Mozza View,Walecuw,MS,42144,$8308.38,GREEN,05/29/2033
63,Mina,Lamb,50,Dupwov Square,Bazdecrig,CA,57930,$4216.80,RED,05/30/1962
64,Todd,Gilbert,25,Wahhib Glen,Voiruhin,UT,91388,$9554.94,YELLOW,04/30/2048
65,Minerva,Francis,23,Cela Way,Obujugacu,VT,71202,$1794.65,GREEN,08/12/2041
66,Joe,Mills,43,Hifane Circle,Jamhaima,DC,25234,$2606.52,GREEN,07/25/2000
67,Dominic,Wilkins,50,Kibbo Place,Lewupep,MT,51976,$2898.25,WHITE,09/09/1923
68,Cecelia,Horton,39,Asuini Circle,Wimepgas,AR,93703,$258.00,RED,06/12/2028
69,Sara,Munoz,40,Mitat Mill,Evvuda,SC,57022,$9679.89,GREEN,03/03/2048
70,Ann,Harper,35,Gizke Pass,Wudipa,MO,01375,$273.90,BLUE,01/23/1994
71,Barbara,Hardy,57,Cophet River,Gekosor,TN,05800,$8477.10,BLUE,08/23/1937
72,Cory,Montgomery,33,Entid Place,Catezmec,IA,00280,$2395.69,YELLOW,02/15/2011
73,Brent,Carson,65,Kukwew Boulevard,Abamewad,UT,98289,$2753.64,GREEN,02/23/1977
74,Brett,Williamson,38,Vona Road,Cegambif,IN,57888,$7216.98,RED,05/26/2004
75,Curtis,Nash,38,Ajuehi Court,Sewaoz,TX,22915,$7167.95,GREEN,03/26/1909
76,Lelia,Jimenez,26,Vuros Street,Zoavij,SD,55478,$6684.60,BLUE,07/02/2011
77,Eula,Ortiz,42,Nodos Trail,Cuwjuamo,MA,98464,$1256.89,WHITE,02/05/1995
78,Randy,Ryan,31,Julol Court,Uriisbih,OR,17707,$2478.44,RED,05/14/1984
79,Jack,Rhodes,25,Leuhu Way,Behisnev,RI,56951,$3121.82,RED,12/01/1984
80,Millie,Moss,54,Ocja Path,Egzuume,MA,20394,$4043.38,WHITE,12/07/2060
81,Claudia,Crawford,46,Nitju View,Cinsiva,TX,53634,$4191.42,YELLOW,10/13/1945
82,Susie,Cruz,30,Keewu Extension,Gadzofga,DE,07003,$6937.60,WHITE,06/23/2039
83,Jorge,Pratt,53,Birmoh Road,Jeuhedaf,MT,06662,$7738.96,WHITE,12/05/1995
84,Georgie,Dean,22,Ahnic Avenue,Tifupipa,HI,28005,$4918.99,WHITE,10/20/1973
85,Jay,Joseph,31,Pesa Trail,Enluvot,NC,08923,$7511.91,BLUE,09/20/1994
86,Tyler,Smith,42,Esofoz Extension,Nanmolip,SD,87886,$9918.20,RED,02/09/1966
87,Earl,Mullins,29,Redgev Heights,Ewfacjon,DC,26551,$609.50,BLUE,07/10/1998
88,Luella,Santos,24,Zudgu Extension,Bungiuwo,MS,56806,$116.92,BLUE,10/04/1913
89,Jacob,Wilkerson,49,Digis Glen,Zupaciv,NJ,44989,$2434.91,BLUE,01/09/1907
90,Bobby,Stokes,23,Bamso Heights,Corumo,DE,20927,$589.31,GREEN,12/04/1916
91,Lelia,Luna,33,Ihat View,Lucewiv,MD,56526,$5296.02,RED,04/30/2063
92,Celia,McDaniel,22,Hutbup Loop,Jicduboz,WA,88625,$6705.68,BLUE,10/23/1953
93,Sophia,McCormick,49,Jomo Extension,Ocotubim,TN,66326,$6695.49,RED,07/14/2049
94,Travis,Swanson,56,Bimce Glen,Reinufo,VT,04875,$9435.99,YELLOW,03/10/2054
95,Larry,Hawkins,29,Tusdem View,Ristaso,OR,91889,$7236.86,RED,12/02/2027
96,Raymond,Garner,51,Mareg Way,Uninupvez,SD,61622,$7475.87,RED,10/12/2053
97,Pearl,Garner,38,Nufra Key,Gigeugu,MD,38403,$9691.30,GREEN,05/29/1901
98,Lizzie,Fox,49,Sutew Drive,Dekinem,GA,52531,$6490.64,YELLOW,04/15/2031
99,Adrian,Goodman,60,Vufut Glen,Onweir,GA,04128,$2847.38,BLUE,10/19/1973
100,Jeffery,Norton,52,Rebuw Turnpike,Jimtegvot,LA,15912,$366.55,BLUE,09/05/2027
101,Sean,Miller,20,Lovva Turnpike,Wavehud,MO,31620,$6828.72,RED,06/25/2044
102,Juan,Vaughn,65,Tato Avenue,Bohekcup,KY,83767,$3035.42,RED,06/25/2069
103,Mollie,Cobb,53,Sikca Parkway,Edwusem,UT,12997,$2268.35,GREEN,05/17/2024
104,Jeanette,Buchanan,20,Tebujo Street,Bicrakojo,KY,97779,$3056.60,YELLOW,08/04/2053
105,Marion,Stephens,62,Lucuz Grove,Lidunta,WI,69279,$5004.67,GREEN,06/18/1918
106,Lester,Barker,20,Kepog River,Wesdenit,IN,87744,$5693.37,GREEN,10/09/2062
107,Dale,Schneider,42,Reba Manor,Homdike,NH,98475,$1620.52,RED,06/03/2017
108,Floyd,Hammond,56,Locti Ridge,Ovcuji,NJ,93264,$1839.36,YELLOW,09/05/2006
109,Paul,Roy,48,Ibugot Place,Osgunfe,MA,02579,$6141.21,RED,11/13/2044
110,Hannah,Beck,45,Imecec Extension,Mawujzu,AR,05776,$36.44,GREEN,05/13/1958
111,Dylan,Rodgers,26,Ugiuco Square,Nupocco,TX,43059,$2377.26,BLUE,03/29/2013
112,Margaret,Rowe,42,Tebmup Parkway,Fonhidva,MI,93443,$4743.67,WHITE,01/12/2069
113,Adele,Dawson,32,Ozebap Ridge,Ucaridi,KS,62215,$7233.73,GREEN,08/10/1997
114,Lucas,Ruiz,46,Mudi Court,Juzejto,MT,89771,$1306.83,BLUE,08/09/1951
115,Raymond,Wells,63,Guloz Heights,Licuro,WI,95998,$9522.05,BLUE,04/01/2056
116,Eddie,Hayes,31,Atopuz Circle,Ashali,UT,02723,$5517.11,RED,02/18/1958
117,Curtis,Reed,26,Govfek Court,Mabfejlu,KS,98678,$9337.50,GREEN,11/15/1967
118,Clara,Kim,25,Kuub Heights,Modjacne,CT,20478,$6399.33,WHITE,09/01/1980
119,Angel,Graham,46,Mule Turnpike,Hujerled,NJ,61292,$1430.36,RED,05/07/2064
120,Mario,Vaughn,56,Awefi Grove,Ulewboc,UT,83794,$3994.17,YELLOW,11/28/1955
121,Luella,Pope,38,Uhito Ridge,Nawinag,SC,82823,$7716.53,WHITE,06/08/2012
122,Emilie,Collier,25,Nutlu River,Hedowuada,MO,84050,$6668.60,RED,01/26/1997
123,Marvin,Howard,41,Okok Manor,Uppuuj,KS,81617,$4811.40,BLUE,09/24/1985
124,Franklin,Craig,19,Gemo Loop,Gucoamu,OR,25181,$8632.76,WHITE,06/20/2010
125,Harold,Lowe,53,Lunu Place,Ufhefmuw,ND,89879,$2096.06,WHITE,08/09/1961
126,Connor,Pratt,24,Epaho Key,Evwetar,OH,88567,$7583.55,WHITE,06/08/1951
127,Jeffrey,Newton,41,Datgaf Mill,Cuzokku,MT,51761,$4737.52,YELLOW,06/14/1985
128,Celia,Simpson,62,Nofez Way,Vidudre,MT,97943,$2195.49,GREEN,06/12/1930
129,Evelyn,Silva,40,Upoji Lane,Ducpuddu,TX,55785,$5730.54,RED,02/21/1920
130,Amanda,Murphy,20,Pebo River,Bedmuhdim,GA,83634,$3467.89,GREEN,10/08/2009
131,Tony,Hicks,60,Uraivo Square,Vazando,NV,46345,$7014.31,BLUE,05/07/1970
132,Nicholas,Ramos,36,Totuh Point,Bucoca,MS,38582,$8585.86,RED,08/23/1945
133,Viola,Bates,19,Jewro Trail,Jiobwa,NH,85660,$9494.63,BLUE,12/24/1975
134,Cole,Clayton,45,Ussug Circle,Tuomizo,CO,34050,$721.74,BLUE,10/20/2010
135,Dominic,Norman,34,Maag Ridge,Ohmukru,MT,62364,$4556.52,YELLOW,11/22/1975
136,Leila,Lynch,64,Rowgo Parkway,Copemolu,CT,89927,$749.83,YELLOW,09/25/1904
137,Lee,Simmons,40,Cusiv Circle,Epomefug,MS,42540,$3529.26,YELLOW,09/16/2068
138,George,Thornton,22,Wovi River,Kidcupo,NJ,21224,$4222.79,YELLOW,12/13/2016
139,Clayton,Curry,21,Voszik Ridge,Zedlimur,MI,65456,$5673.55,GREEN,03/22/2055
140,Catherine,Cooper,18,Tussev Loop,Beneko,KY,04726,$7755.28,RED,04/01/2006
141,Nellie,Newman,63,Gavpe Way,Cafipve,TN,70884,$3149.96,YELLOW,02/13/2045
142,Harry,Bowman,19,Lociw Drive,Jiburo,NE,71818,$1996.20,BLUE,04/02/1922
143,Celia,Anderson,21,Fenuw Way,Vohigruw,NM,84899,$9259.75,GREEN,03/26/2066
144,Rose,Phelps,31,Romik Plaza,Roicupo,CA,08053,$3012.08,RED,07/10/2064
145,Gilbert,Rivera,62,Lomfav Pike,Norfica,TX,16422,$9294.67,WHITE,06/16/1980
146,Etta,Guerrero,24,Hitbi Park,Osemevun,OH,24469,$1479.57,GREEN,11/29/1975
147,Ethan,Fletcher,26,Ejuuga View,Rowbavof,OK,72419,$4433.35,WHITE,08/08/1933
148,Fred,Powers,44,Polhoh Point,Mujupem,CO,88148,$7934.07,BLUE,03/11/2015
149,Zachary,Reid,52,Gijpu Court,Kekake,MO,17416,$8471.97,BLUE,09/29/2009
150,Christina,Jenkins,33,Hostam Point,Osagekra,TX,43193,$3104.20,RED,08/12/1928
151,Mitchell,Leonard,54,Folof Turnpike,Leziluk,ND,70871,$3907.75,YELLOW,01/07/1954
152,Isaac,McGuire,19,Hadac Terrace,Noprohmut,GA,22551,$4891.86,GREEN,04/26/2027
153,Lester,Guerrero,65,Ubote Center,Medivip,TN,37308,$8276.03,YELLOW,04/27/1990
154,Darrell,Gordon,58,Ezuihe River,Vahiwa,AK,19424,$8612.38,RED,10/06/2002
155,Franklin,Ellis,55,Poram Drive,Vurejag,SD,25401,$1995.32,RED,07/29/2056
156,Rosalie,Walters,45,Gobow Pike,Upodafo,KS,85180,$256.69,RED,02/24/1998
157,Manuel,Soto,52,Akpi Lane,Obcapwo,GA,00064,$674.79,WHITE,02/03/1992
158,Jordan,Gross,53,Sepeb Loop,Buflakac,AK,97838,$7848.30,BLUE,03/28/2015
159,Eula,Hernandez,40,Vilew Heights,Rusenez,RI,10711,$2771.71,BLUE,10/24/1960
160,Allen,Gonzales,59,Zovaku Extension,Zapeloku,NC,62153,$6184.13,YELLOW,10/30/1936
161,Louise,Newton,29,Negaj Place,Biecano,RI,15418,$8709.09,BLUE,12/30/2013
162,Lola,Fields,30,Duzu Park,Ofhuane,CA,54614,$5629.80,WHITE,08/23/1947
163,Leona,Adams,20,Hobev Glen,Sopibnaf,NC,53621,$5292.04,YELLOW,02/23/2060
164,Sadie,Sharp,37,Bajib Junction,Raulaom,ME,84296,$2570.43,GREEN,01/18/1980
165,Rosalie,Wallace,59,Safa Heights,Liomuir,MS,66675,$2787.18,GREEN,10/28/1972
166,Inez,Wilkins,49,Obasod View,Amuazouno,NC,91179,$2452.77,BLUE,12/19/2031
167,Rosie,Young,50,Zeiwe Pike,Jewafu,MO,76940,$7577.96,YELLOW,05/14/2037
168,Sean,Moss,64,Wuzo Boulevard,Vamafeiz,SC,32178,$3627.08,WHITE,10/13/1912
169,Jayden,Turner,38,Babeb Pass,Wakuwa,NY,33019,$9850.87,YELLOW,12/08/1905
170,Lou,Ferguson,48,Riro Road,Pisekig,ID,55782,$9151.09,GREEN,09/20/2043
171,Ruby,Cunningham,30,Mupuc Drive,Bafgupav,WA,91767,$6432.41,WHITE,11/14/1917
172,Violet,Anderson,49,Ejazum Trail,Ramihva,PA,66504,$2811.04,GREEN,02/18/2070
173,Harold,Newman,19,Hepfo Path,Rutelu,KS,44094,$7491.17,RED,10/15/1929
174,Samuel,Abbott,23,Ipdu Way,Jersazah,NJ,39634,$1972.68,WHITE,02/13/1956
175,Maurice,Santos,45,Gebcuk Manor,Avijavhu,MO,51071,$2052.42,BLUE,01/28/2012
176,Edwin,Thornton,31,Abalug Heights,Firenne,WV,08343,$417.37,BLUE,02/10/1961
177,Lee,Park,41,Sojliw Mill,Uzetuogo,MI,34598,$7265.62,WHITE,05/25/2037
178,Nancy,Mason,53,Caun Parkway,Ecomaseci,MI,53403,$5165.09,BLUE,10/20/2029
179,Blake,Jennings,36,Supbat Boulevard,Cozpauz,WY,26017,$9650.31,WHITE,06/14/1948
180,Minerva,Christensen,35,Fike Road,Fivwadmal,DC,78909,$5389.24,GREEN,11/10/1962
181,Ralph,Jacobs,56,Ikezat Place,Weduhlep,NH,99735,$7990.42,RED,06/28/1986
182,Clayton,Lamb,22,Higni Square,Gosesnav,IL,89881,$9232.10,WHITE,02/08/2008
183,Rena,Brock,58,Ezava Extension,Huivugej,AR,71013,$9808.87,BLUE,01/22/2055
184,Virgie,Ramos,45,Bijzi Boulevard,Usnieci,VT,07952,$5778.51,BLUE,02/11/1982
185,Adrian,Sherman,34,Vewbe Place,Reloszus,NV,85586,$9477.56,RED,11/26/1949
186,Michael,Woods,53,Zadek Road,Abwabo,RI,77376,$5371.31,RED,10/16/1929
187,Jesse,Gardner,48,Datbi Turnpike,Fojcokco,DE,15150,$5568.59,YELLOW,02/13/1936
188,Lucile,Goodwin,30,Pufca Extension,Lakpase,FL,98962,$4547.36,YELLOW,12/13/1906
189,Randy,Kelley,40,Seac Highway,Huzoco,NC,42121,$9803.21,YELLOW,11/12/1985
190,Nelle,Schmidt,31,Dusa Avenue,Zaitugo,MO,38008,$1949.12,WHITE,01/09/2000
191,James,Kelly,54,Zuku Point,Vowouv,WY,36618,$7948.94,YELLOW,03/16/2030
192,Phillip,Barton,23,Hutob Avenue,Pahwuhmor,AL,08119,$2946.24,RED,08/20/2021
193,Mattie,Ross,59,Neake Point,Eclenog,NY,43928,$2368.36,GREEN,01/01/1934
194,Sophie,Sparks,31,Huvha Turnpike,Buipku,NJ,17851,$9835.98,BLUE,02/03/2028
195,Albert,Estrada,47,Vobe Path,Gatjuju,SD,60108,$644.39,RED,12/31/2000
196,Sallie,Sherman,30,Ejec Turnpike,Rolampoc,WY,47499,$8618.51,RED,04/28/1939
197,Alejandro,Harrison,55,Kocga River,Totetab,DE,70043,$7586.45,WHITE,01/08/1917
198,Lottie,Harvey,43,Rezo Glen,Forwotji,WY,36357,$255.27,YELLOW,12/07/2029
199,Lillie,Hopkins,19,Veoco Pass,Loilebu,DE,93187,$5879.31,GREEN,03/21/2053
200,Steve,Gardner,63,Kemor Way,Nofkuwdef,MO,56647,$3870.95,YELLOW,05/26/2042
201,Carolyn,Barrett,29,Zemtoj Junction,Povgulwo,AR,91632,$5230.87,GREEN,07/02/1954
202,Ernest,Jones,52,Zofic Junction,Nirtujeho,FL,66750,$2291.77,GREEN,02/06/2061
203,Terry,Harper,41,Buhpof Boulevard,Lidimze,OK,60849,$8644.84,WHITE,12/21/2067
204,Ellen,Park,27,Ruzpap View,Pakganeki,SC,35600,$2603.79,RED,12/15/2056
205,Cordelia,Castro,52,Panap Manor,Wejcajdaf,WI,12766,$3184.50,GREEN,06/07/1974
206,Ivan,Harvey,36,Komaf Ridge,Ejogufu,TN,56766,$7717.07,GREEN,04/14/1907
207,Adeline,Stewart,45,Ohopa Mill,Hubetpu,HI,49626,$7574.29,GREEN,06/29/2001
208,Bobby,Wilson,51,Muwi Circle,Gejwueni,MS,22043,$3219.29,RED,01/27/2056
209,Georgie,Jacobs,34,Gitjob Manor,Nobujub,ME,34279,$8360.85,YELLOW,02/14/1970
210,Jared,Mack,33,Sakceb Pike,Uwijocac,RI,18992,$657.28,BLUE,02/22/1994
211,Maggie,Garcia,33,Insow Mill,Ozeodfa,SD,09382,$4658.78,YELLOW,08/18/1942
212,Sophia,Griffith,54,Ahawa Manor,Iphuak,ID,70401,$3339.96,GREEN,09/12/2064
213,Oscar,Lamb,55,Fofol Court,Zahistoz,GA,54093,$1198.78,WHITE,11/21/1911
214,Brian,Leonard,32,Kegpi Terrace,Gedoksa,VA,56259,$3693.64,WHITE,12/12/1917
215,Hunter,Lynch,28,Awpej Pass,Kowteba,NJ,05443,$9997.87,GREEN,05/04/2041
216,Oscar,Fields,43,Cebiw Place,Ricazjol,WI,52070,$8824.03,GREEN,06/23/2054
217,Madge,Fitzgerald,22,Bojril Plaza,Ewjoiv,MN,10548,$8378.74,YELLOW,01/05/1942
218,Matthew,Keller,51,Nago Avenue,Gieluje,VT,82776,$4338.79,RED,04/08/2051
219,Phillip,Bridges,44,Wuna Plaza,Akovedit,VA,47668,$1184.71,BLUE,10/10/1977
220,Kevin,Ryan,36,Nifih Mill,Fijizsu,PA,49458,$2486.89,GREEN,05/06/1978
221,Irene,Houston,30,Caume Point,Inmehar,TX,17055,$373.84,RED,01/01/1982
222,Jerry,Murray,63,Mavos Extension,Vobiwev,CO,39244,$446.36,GREEN,03/10/1969
223,Jonathan,Parker,35,Haef Glen,Miajobu,VT,18281,$4372.36,GREEN,02/06/1933
224,Brandon,Harris,33,Faza Way,Jicuvmeh,KS,76761,$5725.26,BLUE,01/28/2046
225,Francisco,Bailey,32,Zerug Boulevard,Ogzadij,IL,13575,$3432.91,BLUE,08/21/1925
226,Polly,Jacobs,49,Jelop Manor,Zozejah,TX,05903,$8571.07,WHITE,05/28/1999
227,Marion,Reeves,50,Vevni Trail,Fumenga,NC,54109,$3785.00,WHITE,01/08/1996
228,Tom,Foster,48,Coknuk River,Fuwmorlu,CA,15414,$1484.05,BLUE,10/01/1998
229,Mary,Vega,32,Apepin Avenue,Hawisol,MD,04891,$3151.25,YELLOW,10/09/1907
230,Jeffery,Flores,25,Suvsu Boulevard,Ofouvuheg,CO,85204,$2322.63,YELLOW,02/04/2002
231,Lee,Mullins,35,Atiso Manor,Zozite,SD,87015,$7599.53,GREEN,11/05/1969
232,Gordon,Coleman,42,Ujocad Circle,Tuicuwe,VT,61787,$8003.22,RED,08/04/2050
233,Josephine,Ferguson,42,Heci Plaza,Cugsergah,NE,69988,$9993.87,GREEN,12/17/2030
234,Alvin,Rowe,25,Abgi Street,Vulpidec,MN,53395,$2044.04,WHITE,02/14/2003
235,Logan,Maxwell,61,Iriuha Road,Edeurce,MO,56514,$1950.61,GREEN,02/17/2057
236,Billy,Patterson,57,Vivtak Park,Tupcoag,ME,78709,$3267.58,YELLOW,08/03/1903
237,Vincent,Walker,48,Fegdim Glen,Ulhingak,TN,41842,$2807.17,RED,10/24/1953
238,Irene,Austin,63,Elema Key,Otdutnib,NC,56771,$7141.46,RED,06/28/1991
239,Steve,Cunningham,44,Fuhfuv Road,Zapgore,WI,15068,$2445.80,YELLOW,12/18/1932
240,Dustin,Tyler,33,Dafpam Heights,Gonomu,WI,23544,$907.26,RED,09/02/2063
241,Anne,Hines,54,Wewzel Path,Eluenuva,CO,57688,$7056.65,GREEN,06/04/1908
242,Ina,Powers,51,Wojbo Drive,Ilupapuz,WV,21970,$4955.64,RED,03/01/1961
243,Bernice,Matthews,52,Misfa Loop,Okogesuka,MA,25184,$7827.29,BLUE,01/05/1995
244,Luis,Pittman,19,Rajut Plaza,Baholi,MO,21756,$8180.45,WHITE,05/01/2066
245,Melvin,Ford,54,Uziba Junction,Pibmolet,OK,87098,$3287.99,YELLOW,10/24/1983
246,Dennis,Ramsey,64,Reefe Path,Zedobgis,OK,83367,$8312.33,RED,08/03/1974
247,Lida,Hodges,21,Gijhu Place,Lujepud,DC,03940,$1485.66,WHITE,11/10/2037
248,Marguerite,Salazar,23,Hezak Plaza,Johjoco,NC,72770,$9384.12,GREEN,04/30/1952
249,Amelia,Christensen,26,Avte Terrace,Acgozih,OH,20412,$274.19,RED,12/21/1995
250,Nannie,Gardner,46,Lujoj Loop,Fidmebhe,IA,58314,$8676.33,RED,03/08/1956
251,Callie,Norman,31,Cezu Heights,Kuumesi,GA,54193,$8301.65,WHITE,06/24/1986
252,Etta,Potter,60,Tiveca Ridge,Kidhecte,NC,60962,$1117.08,RED,04/01/2001
253,Sara,Arnold,56,Vajdov Turnpike,Fozisa,KY,89014,$3737.08,WHITE,11/21/2019
254,Augusta,Jenkins,35,Pamav Circle,Dafbijje,CA,24693,$7569.95,BLUE,06/14/1975
255,Jayden,Neal,48,Banil Place,Obgiglo,ND,29934,$6941.81,RED,12/31/2033
256,Lela,Banks,60,Cukvak Parkway,Niajujop,OK,25025,$7676.25,GREEN,11/22/1960
257,Della,Hayes,50,Rovat Circle,Dobozjus,OH,22935,$4381.78,GREEN,07/17/2043
258,Jennie,Burton,35,Zamtol Boulevard,Roshasu,CT,13263,$9840.15,RED,10/23/2059
259,Harriett,Saunders,30,Surca Road,Utmipo,AL,81454,$1745.28,RED,05/23/1901
260,Francis,Ford,33,Najik Court,Conaje,ID,76557,$7888.51,GREEN,10/13/1958
261,Howard,Patterson,20,Siutu Loop,Abocesof,AZ,06405,$2103.82,GREEN,10/29/1906
262,Helen,Day,62,Dozeh Terrace,Dergihes,KY,02470,$6344.55,YELLOW,07/06/1906
263,Jeremy,Burton,56,Uzamo Court,Nedkaczeg,AR,02004,$6637.88,WHITE,12/18/1946
264,Ronald,Carson,33,Totzot Trail,Pabonenov,PA,17962,$7264.53,GREEN,07/10/1954
265,Sophie,Alvarez,20,Hojuvi View,Lumweab,WY,11135,$6096.58,RED,08/19/2002
266,Nathan,Bishop,30,Ikean Road,Zivusudi,MO,57469,$9398.95,RED,12/09/1941
267,Maurice,Mack,30,Gisu Key,Vujokle,NJ,08226,$4185.73,GREEN,09/03/1945
268,Logan,Hicks,23,Mufe Extension,Gezferub,ND,24843,$5243.74,GREEN,05/04/2067
